County,Facility Name,Facility Address,City,Is the pool indoor or outdoor,Pool Size_sf,Pool Volume_gal
CUYAHOGA,Gilmour Academy - Lap Pool,"34001 Cedar Rd, 44040",Gates Mills,INDOOR,4505,223650
STARK,Perry High Natatorium,"3737 13th St., 44646",Massillon,INDOOR,3690,223400
GREENE,Greene Valley Rec. Club- Big Pool,2673 Lacresta Dr,Beavercreek,OUTDOOR,5245,222576
HIGHLAND,Highland County Swim Club- Main Pool,"625 West Main St., 45133",Hillsboro,OUTDOOR,5618,222000
CUYAHOGA,Valley Forge H/S Pool,"9999 Independence Blvd, 44130",Parma Hts,INDOOR,3713,221000
FAIRFIELD,Bremen Pool,"248 Angle St., 43107",Bremen,OUTDOOR,825,220000
FRANKLIN,Camp Ken Jockety Pool,"1295 Hubbard Rd, 43119",Galloway,OUTDOOR,4810,220000
FRANKLIN,Camp Ken Jockety Pool,"1295 Hubbard Rd, 43119",Galloway,OUTDOOR,4810,220000
HAMILTON,Montgomery Swim/BabyPool,9941 Orchard Club Dr,Cincinnati,OUTDOOR,4500,220000
MIDDLETOWN CITY,Wildwood Golf Club Pool,"601 Aberdeen Drive, 45042",Middletown,OUTDOOR,5500,220000
SHELBY,Jackson Center Pool - Main,"800 E. Pike St., 45334",Jackson Center,OUTDOOR,5556,220000
TUSCARAWAS,Lawrence TWP Commons Pool,"10107 Hollingsworth Dr. NE, 44612",Bolivar,OUTDOOR,4800,220000
WARREN CITY,Trumbull Country Club,"600 Golf Drive, NE, 44483",Warren,OUTDOOR,4400,220000
LORAIN,Central Park Swimming Pool,"Central Park, 44052",Lorain,OUTDOOR,5879,219919
HAMILTON,Kenwood Country Club,"6501 Kenwood Rd, 45243",Cincinnati,OUTDOOR,4900,219000
WILLIAMS,Moore-Recreation Pool,"1017 Oakwood, 43506",Bryan,OUTDOOR,4275,218320
BELMONT,Barnesville Memorial Park,"130 Fair St., 43713",Barnesville,OUTDOOR,6341,218100
HURON,Plymouth Pool,"211 Mary Fate Park Dr., 44865",Plymouth,OUTDOOR,4538,218000
WARREN,Camp Stonybrook,"4491 St. Rt. 73, 45068",Waynesville,OUTDOOR,4404,217485
MAHONING,Tippecanoe Country Club,"5870 Tuooecanoe Rd, 44406",Canfield,OUTDOOR,4729,216390
CINCINNATI CITY,Bond Hill Pool,"1580 Yarmouth Ave, 45237",Cincinnati,OUTDOOR,4800,216000
CINCINNATI CITY,Bush Pool,"2640 Kemper Ln, 45206",Cincinnati,OUTDOOR,4800,216000
PREBLE,Eaton Community Pool,"531 West Main St., 45320",Eaton,OUTDOOR,8425,215700
CINCINNATI CITY,Mt. Washington Pool,"1715 Beacon St., 45230",Cincinnati,OUTDOOR,4800,215000
FRANKLIN,Jefferson Golf & Country Club,"7271 Jefferson Meadows Dr., 43004",Blacklick,OUTDOOR,5740,215000
FRANKLIN,Westerville Jaycees South Pool,"200 S. Otterbein, 43081",Westerville,OUTDOOR,4815,215000
WILLIAMS,Montpelier Pool,"1100 S. Platt, 43543",Montpelier,OUTDOOR,1710,214000
CINCINNATI CITY,Ryan Pool,"2856 Fischer Place, 45211",Cincinnati,OUTDOOR,4725,213400
MUSKINGUM,Muskingum Recreation Center Competition,"1425 Newark Rd, 43701",Zanesville,INDOOR,4435,213258
CUYAHOGA,Brecksville Comm Ctr- Pool,"One Community Dr, 44141",Brecksville,INDOOR,3380,212918
DEFIANCE,Defiance Area YMCA Main Pool,"1599 Palmer Dr, 43512",Defiance,INDOOR,3380,212375
WILLIAMS,East End Pool,"1400 E. High, 43506",Bryan,OUTDOOR,5610,212149
CUYAHOGA,Notre Dame College - Pool,"4545 College Rd, 44121",S. Euclid,INDOOR,3330,212000
LAKE,Morton Pool (M),"9325 Rosemary Lane, 44060",Mentor,OUTDOOR,5600,212000
DEFIANCE,Ayersville Swimming Pool,"28046 Watson Rd, 43512, 43512",Defiance,INDOOR,5199,211750
CUYAHOGA,Lakewood High School Main,"14100 Franklin Blvd, 44107",Lakewood,INDOOR,4500,211439
YOUNGSTOWN CITY,Northside Pool,"620 Tod Lane, 44505",Youngstown,OUTDOOR,5550,211184
HAMILTON,North Hills Swim Club,"6346 Daly Rd, 45224",Cincinnati,OUTDOOR,5275,211000
HOLMES,James Crissey Memorial,"430 W. Jackson St., 44654",Millersburg,OUTDOOR,7989,210310
AUGLAIZE,Village of Minster Public,"40 W. 7th, 45865",Minster,OUTDOOR,7131,210000
BUTLER,City of Oxford,6025 Fairfield Rd,Oxford,OUTDOOR,5625,210000
MUSKINGUM,Park Central,"1861 Adams Lane, 43701",Zanesville,OUTDOOR,5250,210000
CINCINNATI CITY,Dempsey Pool,956 Purcell Ave,Cincinnati,OUTDOOR,4400,209400
FAIRFIELD,Family Y of Lancaster Wendel,"465 W. Sixth Ave, 43130",Lancaster,INDOOR,4425,207750
CRAWFORD,Buckeye Recreation,"400 South Poplar St., 44854",New Washington,OUTDOOR,5031,206280
GREENE,Cardinal Hill Rec Club-Big Pool,1990 Wilene Dr,Beavercreek,OUTDOOR,5856,206256
JEFFERSON,Belleview Park - Main Pool,1020 Brady Ave,Steubenville,OUTDOOR,12055,206000
HARDIN,King Horn Pool,One Sports center,Ada,INDOOR,3225,205600
COLUMBUS CITY,K Chalet,3840 Kimberly Pkwy,Columbus,OUTDOOR,489300,205065
MAHONING,Applewood Swim Club,"Teakwood Dr., 44513",Youngstown,OUTDOOR,5200,205000
MASSILLON CITY,YMCA of Western Stark County,"131 Tremont Ave. SE, 44646",Massillon,INDOOR,3919,204000
MARION,Marion Area YMCA - Lap Pool,"645 Barks Rd East, 43302",Marion,INDOOR,4425,203443
LICKING,Health Municipal Pool  Wading,"1287 Hebron Rd, 43056",Heath,OUTDOOR,2255,202950
CUYAHOGA,Cuyahoga Comm. College East,"4250 Richmond Rd, 44122",Highland Hills,INDOOR,4103,202002
COLUMBUS CITY,Fairwood Pool,1392 Fairwood Ave,Columbus,OUTDOOR,538900,202000
COLUMBUS CITY,Cols. Country Club,"4831 E. Broad St., 43213",Columbus,OUTDOOR,2500,201529
CUYAHOGA,Gemni Center Competition Pool,"21225 Lorain Rd, 44126",Fairview Park,INDOOR,3300,200776
WARREN,Countryside YMCA - Competition #3,"1699 Deerfield Rd, 45036",Lebanon,INDOOR,4920,200480
CUYAHOGA,Lakewood Country Club-Pool,"2613 Bradley Rd, 44145",Westlake,OUTDOOR,5292,200335
ASHTABULA,Wildwood Acres (Additional),"6091 Marvin Rd, 44003",Andover,OUTDOOR,4000,200000
COLUMBUS CITY,Continental French Quarter,"6210 Busch Blvd, 43229",Columbus,OUTDOOR,3550,200000
FULTON,Archbold Swimming Pool,"Ruihley Park, 43502",Archbold,OUTDOOR,5986,200000
HAMILTON,Taylor High School,30 E. Harrison Ave,North Bend,INDOOR,4500,200000
HOCKING,Hocking Hills State Park Lodge Pool,"19852 St. Rt. 664 S, 43138",Logan,OUTDOOR,4336,200000
LICKING,Hollander Pool,"1175 Hollander St., 43055",Newark,OUTDOOR,15000,200000
LORAIN,Maude Neiding Memorial Pool,"960 Cleveland, 44001",Amherst,OUTDOOR,5650,200000
MONTGOMERY,Dunsinane Swim and Tennis Club,"600 Spring Valley Pike, 45458",Dayton,OUTDOOR,4300,200000
PIQUA CITY,Tecumseh Woods Inc.,1103 Lenox St./PO Box 7,Piqua,OUTDOOR,4770,200000
WOOD,Aqua Terrace,"400 Parkview, 43465",Walbridge,OUTDOOR,5502,200000
HAMILTON,Three Rivers Club/Main Pool,"7944 Bridgetown Rd, 45002",Cleves,OUTDOOR,4429,199305
FAYETTE,Jeffersonville Pool,42 Colonial Dr.,Jeffersonville,OUTDOOR,5400,198500
HANCOCK,Canterbury Swim & Tennis Club,"1828 Queenswood Dr., 45840",Findlay,OUTDOOR,4530,198500
STARK,Meyers Lake YMCA,"1333 North Park NW, 44708",Canton,INDOOR,3375,198090
SHARONVILLE CITY,Queen City Racquet & Fitness Club,"11275 Chester Rd, 45246",Sharonville,OUTDOOR,6560,198000
SANDUSKY,Woodville Community Pool Main,"205 Erie St., 43469",Woodville,OUTDOOR,5316,197660
CUYAHOGA,Cuyahoga Hts. BOE - Pool,"4820 E. 71 st., 44125",Cuyahoga Hts,INDOOR,4160,196000
GEAUGA,Wembly Club,8345 Woodberry Blvd,Chagrin,INDOOR,4092,196000
LORAIN,Mills Creek Pool - North,"5175 Mills Creek Ln, 44039",Ridgeville,OUTDOOR,3690,196000
LORAIN,Mills Creek Pool - South,"5601 Mills Creek Ln, 44039",Ridgeville,OUTDOOR,3690,196000
CLARK,BPOE #51,"1536 Villa Road, 45503",Springfield,OUTDOOR,3948,195000
CUYAHOGA,Chagrin Rec Ctr Main Pool,"400 E. Washington St., 44022",Chagrin Falls,OUTDOOR,4554,195000
JEFFERSON,Steubenville Country Club- Main Pool,413 Lovers Lane,Steubenville,OUTDOOR,7874,195000
CINCINNATI CITY,Camp Washington Pool,"1201 Stock St., 45225",Cincinnati,OUTDOOR,3690,194140
CUYAHOGA,Madison Park - Diving,"13201 Madison Ave, 44107",Lakewood,OUTDOOR,1936,193600
LICKING,Denison Diving Pool,"200 Livingston Dr, 43023",Granville,INDOOR,2080,193119
DEFIANCE,Camp Libbey Pool,28325 St. Rt. 281,Defiance,OUTDOOR,4779,193000
CINCINNATI CITY,Hartwell Pool,"8275 Vine St., 45216",Cincinnati,OUTDOOR,5000,192000
CUYAHOGA,High Point Homeowners Pool,"17847 Brandywine, 44136",Stongsville,OUTDOOR,6390,192000
ERIE,Plumbrook Country Club-Pool,"3712 Galloway Rd, 44870",Sandusky,OUTDOOR,3600,192000
CINCINNATI CITY,Pleasant Ridge Pool,"5915 Ridge Rd, 45213",Cincinnati,OUTDOOR,4250,191250
SUMMIT,Griffiths Park Swim Club,"6571 Cleveland Massillon Rd, 44216",Clinton,OUTDOOR,6000,191000
BUTLER,Lakota Hills Swim Club,6565 Seminole Dr,West Chester,OUTDOOR,5225,190000
TUSCARAWAS,Cy Young pool,"591 N. College St., 43832",Newscomertown,OUTDOOR,4800,190000
WOOD,Bradner Village Pool,"Bradner Village Park, 43406",Bradner,OUTDOOR,4375,190000
WAYNE,College of Wooster,"1267 Beall Ave, 44691",Wooster,INDOOR,3375,189338
FRANKLIN,New Albany Links Golf Club Pool,"7100 New Albany Links Dr., 43054",New Albany,OUTDOOR,3690,189269
MADISON,London Municipal Pool 1-Main Pool,"203 Park Ave, 43140",London,OUTDOOR,3255,189197
LORAIN,Oakwood Park Pool,"Oakwood Park, 44055",Lorain,OUTDOOR,4648,188148
ALLIANCE CITY,University of Mount Union,Timken Physical Education Bldg.,Alliance,INDOOR,5000,188000
CINCINNATI CITY,Dempsey Pool,"933 Hawthorne Ave, 45205",Cincinnati,OUTDOOR,23000,188000
CINCINNATI CITY,Clinton Hills Swim Club,"53 Clinton Springs Ave, 45217",Cincinnati,OUTDOOR,5148,188000
CUYAHOGA,Bedford H/S Pool,"481 Northfield Rd, 44146",Bedford,INDOOR,3750,188000
CUYAHOGA,Midtown Towers - Pool,"5676 Broadview Rd, 44130",Parma,OUTDOOR,2400,188000
GEAUGA,Chardon District Pool,"316 Maple Ave, 44024",Chardon,OUTDOOR,4350,187187
CUYAHOGA,Shaker Heights Middle School,"20600 Shaker Blvd, 44122",Shaker Heights,INDOOR,3520,187100
FULTON,Delta Municipal Swimming Pool,"601 Taylor St., 43515",Delta,OUTDOOR,4348,187000
AUGLAIZE,Wapak Muni Pool/Lap Pool,"106 Hamilton St, 45895",Wapakoneta,OUTDOOR,4850,186600
MADISON,West Jefferson Municipal 1,"45 Inwood Dr., 43162",West Jefferson,OUTDOOR,4626,186255
Allen,Westside Swim & Racquet Club (Main Pool),"235 N. Eastown Rd, 45802",Lima,OUTDOOR,4463,186000
CUYAHOGA,Woodbury Elementary School,"15400 South Woodland Blvd, 44120",Shaker Heights,INDOOR,3750,186000
GREENE,Pinecrest Swim Club - Big Pool,520 Wilson Dr.,Xenia,OUTDOOR,4680,185025
HAMILTON,Brookside Swim & Tennis Club,"4398 Sycamore Rd, 45242",Cincinnati,OUTDOOR,4900,185000
LAKE,YMCA Lake County Family Ctr,"4540 River Rd, 44081",Perry,OUTDOOR,5430,185000
ERIE,Perkins High School,"3714 Campbell St, Suite B, 44870",Sandusky,INDOOR,3690,184680
CUYAHOGA,Hiram House Camp - Pool,"33775 Hiram Tr, 44022",Moreland Hts,OUTDOOR,5030,184626
FRANKLIN,Hilliard Family Aquatic Center Competition Pool,"3850 Veterans Memorial, 43026",Hilliard,OUTDOOR,4921,184000
CUYAHOGA,Cuyahoga Comm College Pool,"11000 Pleasant Valley Rd, 44130",Parma,INDOOR,3150,183500
CINCINNATI CITY,McKie Pool,"1655 Chase Ave, 45223",Cincinnati,OUTDOOR,4690,183300
BUTLER,Oxford Country Club,"Contreras Rd, 45056",Oxford,OUTDOOR,3760,183000
GREENE,Idle Hour - Big Pool,3590 Kemp Rd,Beavercreek,OUTDOOR,5400,182560
COLUMBUS CITY,Lincoln Park Pool,"570 Woodrow Ave, 43207",Columbus,OUTDOOR,8394,182415
FRANKLIN,New Albany High School Pool,"7600 Fodor Rd, 43054",New Albany,INDOOR,3375,182250
ERIE,Camp Timberlane Splash Pad,"13408 Green Rd, 44889",Wakeman,OUTDOOR,181427,181427
DELAWARE,Delaware Community Center YMCA,"1121 S. Houk Rd, 43015",Delaware,INDOOR,4935,181000
WOOD,Belmont Country Club,"29601 Bates Rd, 43551",Perrysburg,OUTDOOR,3476,180018
BUTLER,Lakota Family YMCA,6703 Yankee Rd,Middletown,INDOOR,3375,180000
BUTLER,East Butler County YMCA,"6645 Morris Rd, 45011",Hamilton,INDOOR,3261,180000
CLARK,Springfield Family YMCA,"300 S. Limestone St, 45505",Springfield,INDOOR,3150,180000
COLUMBUS CITY,Swimming Inc. (Indoor),"400 W. Dublin Granville Rd, 43085",Worthington,INDOOR,3713,180000
CUYAHOGA,Euclid H/S West Pool #2,"711 E. 222 St., 44123",Euclid,INDOOR,3375,180000
MIDDLETOWN CITY,Forest Hills Country Club Pool,"791 4th Avenue, 45044",Middletown,OUTDOOR,5038,180000
MONROE,Monroe Memorial Pool (Main),"424 Eastern Ave., 43793",Woodsfield,OUTDOOR,4500,180000
PORTSMITH CITY,Shawnee State Univeristy,940 Second St.,Portsmouth,INDOOR,5184,180000
PORTSMITH CITY,Portsmouth Municipal Pool,1521 Findley St.,Portsmouth,OUTDOOR,4680,180000
SANDUSKY,Clyde Aquatic Center,"330 Fair St., 43410",Clyde,OUTDOOR,8000,180000
STARK,Camp Chof,"1820 Deerfield, NW, 44618",Dalton,OUTDOOR,6030,180000
SCIOTO,Porter Township Community Pool,12063 Gallia Pike,Wheelersburg,OUTDOOR,5682,179900
MIAMI,Dolphin Club of Troy Main,"2326 W. St. Hwy 718, 45373",Troy,OUTDOOR,5454,179808
HAMILTON,Overhill Swim Club,"476 Neeb Rd, 45238",Cincinnati,OUTDOOR,4940,179212
HAMILTON,Glendale Lyceum,"865 Congress Ave, 45246",Cincinnati,OUTDOOR,4495,179000
CUYAHOGA,Warrensville High School,"4270 Northfield, 44128",Warrensville,INDOOR,3375,178855
PREBLE,Woodland Trails Scout Camp,"265 Gasper-Somers Rd, 45311",Camden,OUTDOOR,4000,178800
LORAIN,Columbia Hills Country Club,"16200 East River Rd, 44028",Col. Station,OUTDOOR,3375,178515
MUSKINGUM,Frazeysburg Main Pool,"5th St., 43822",Frazeysburg,OUTDOOR,4500,178488
HANCOCK,Findlay Country Club Pool,"1500 Country Club Dr, 45840",Findlay,OUTDOOR,3024,178000
SHELBY,Botkins Pool - Main,"110 E. State St., 45306",Botkins,OUTDOOR,4950,177624
HURON,Mil'lympic Pool,"110 Cherry Blvd, 44811",Bellevue,OUTDOOR,5194,177055
CINCINNATI CITY,Oakley Aquatic Center,"3900 Paxton Ave., 45209",Cincinnati,OUTDOOR,4575,176550
CUYAHOGA,Cleve Yachting Club Pool,"200 Yacht Club Dr., 44116",Rocky River,OUTDOOR,4365,176000
UNION,Watson Sports Center- Swimming,"24000 Honda Parkway, 43040",Marysville,INDOOR,7857,175750
BUTLER,Rolling Hills Swim & Tennis Club,5565 Kingsbury Rd,Fairfield,OUTDOOR,2325,175312
GEAUGA,Berkshire Hills Swim Club,9760 Mayfield Rd,Chesterland,OUTDOOR,4025,175105
Allen,Shawnee Country Club-Main Pool,"1700 Shawnee Rd, 45805",Lima,OUTDOOR,4000,175000
COLUMBIANA,Salem Golf Club - Main,"1967 S. Lincoln Ave, 44460",Salem,OUTDOOR,3200,175000
CUYAHOGA,City of Berea Pool Outdoor,"11 Berea Commons, 44017",Berea,OUTDOOR,4440,175000
FRANKLIN,Columbus Academy Indoor Pool,"4300 Cherry Bottom Rd, 43230",Gahanna,INDOOR,8000,175000
GEAUGA,Camp Burton,14282 Butternut Rd,Burton,OUTDOOR,4400,175000
GREENE,Brookview Swim Club - Big Pool,2480 Periwinkle Dr.,Bellbrook,OUTDOOR,4900,175000
HANCOCK,The University of Findlay,"1000 N. Main St., 45840",Findlay,INDOOR,4050,175000
MEIGS,London Pool,"2565 Third St., 45779",Syracuse,OUTDOOR,4669,175000
MUSKINGUM,Village of New Concord Pool,John Glene School Rd,New Concord,OUTDOOR,4000,175000
NEW PHILADELPHIA,Tuscora Park Diving Pool,"161 Tuscora Ave NW, 44663",New Philadelphia,OUTDOOR,2025,175000
CLERMONT,Clermont County YMCA,"2075 James E. Sauls Sr. Dr., 45103",Batavia,OUTDOOR,3375,174960
CLEVELAND CITY,Kenneth Johnson Outdoor Pool,"9206 Woodland, 44104",Cleveland,OUTDOOR,4250,174736
CLEVELAND CITY,Halloran - Pool,"3550 W. 117TH St., 44111",Cleveland,OUTDOOR,5169,174600
DELAWARE,The Medallion Club Swim & Racquet Club,"5500 Club Dr., 43082",Westerville,OUTDOOR,6074,174000
GREENE,4-H Camp Clifton,2256 Clifton Rd,Yellow Springs,OUTDOOR,5863,174000
HAMILTON,Wyoming Swim Club/Main Pool,"1239 Firewood Dr, 45215",Cincinnati,OUTDOOR,4600,173049
CUYAHOGA,N. Olmsted Rec Ctr-Indoor Pool,"26000 Lorain Rd, 44070",N. Olmsted,INDOOR,3375,172927
FRANKLIN,Gahanna YMCA Indoor Pool,"555 YMCA Place, 43230",Gahanna,INDOOR,5134,172818
FRANKLIN,Grove City YMCA Indoor Slide Pool,"3600 Discovery Dr., 43123",Grove City,INDOOR,5134,172818
LORAIN,Avon Aquatics,"36265 Detroit Rd, 44011",Avon,OUTDOOR,9100,172600
CUYAHOGA,Univ School Upper - Pool,"2785 Som Ctr Rd, 44022",Hunting Valley,INDOOR,4316,172125
COLUMBUS CITY,Maryland Pool,"1380 Atcheson St., 43203",Columbus,OUTDOOR,8383,171615
CUYAHOGA,Mayfield Hts- Main Pool,"6116 Wilson Mills Rd, 44143",Mayfield Village,INDOOR,4002,170673
CLARK,Springfield Family YMCA,"300 S. Limestone St., 45505",Springfield,INDOOR,3150,170000
CUYAHOGA,Walter Grove - Pool,"4400 Walter Ave, 44130",Parma,OUTDOOR,4082,170000
CUYAHOGA,Forest Park Homeowners-Pool,"11610 Park Moss Ave, 44136",Strongsville,OUTDOOR,3465,170000
FRANKLIN,Annehurst Pool,"711 W. Granby Pl, 43081",Westerville,OUTDOOR,4150,170000
HAMILTON,YMCA/Blue Ash/Indoor Pool,"5000 YMCA Dr., 45242",Cincinnati,INDOOR,3150,170000
RICHLAND,Friendly House Pool,"380 N. Mulberry St., 44902",Mansfield,INDOOR,3150,170000
BROWN,Waynoka Property Owners Assoc. (Main),"1 Wayoka Dr., 45171",Sardinia,OUTDOOR,4289,169581
MUSKINGUM,Zanesville Country  Club Main Pool,"1300 Country Club Dr., 43701",Zanesville,OUTDOOR,4440,168576
CUYAHOGA,Seven Hills Rec Ctr- Pool,"7777 Summitview Dr, 44131",Seven Hills,INDOOR,6371,168346
SCIOTO,Camp Molly Lauman,9130 Big Bear Creek Rd,Lucasville,OUTDOOR,3844,168000
MEDINA,Lewis Main Pool,"4049 Skyview Dr, 44212",Brunswick,OUTDOOR,3444,167895
KNOX,Apple Valley Community,"850 Crestrose Dr., 43028",Howard,INDOOR,3699,167400
CUYAHOGA,Westwood Country Club-Pool,"22625 Detroit Rd, 44116",Rocky River,OUTDOOR,3375,167000
ERIE,Briarcrest Swim Club Main,"PO Box 1085, 44870",Sandusky,OUTDOOR,4455,167000
WASHINGTON,EMCA Swimming Pool,"820 River Rd,45750",Marietta,OUTDOOR,4600,167000
LUCAS,West Toledo YMCA,"2110 Tremainsville, 43613",Toledo,INDOOR,6407,166918
LUCAS,Toledo Country Club,"3949 River Rd, 43614",Toledo,OUTDOOR,3375,166000
SENECA,Beeghly Pool,"10 Beeghly Ave, 44818",Bloomville,OUTDOOR,3875,166000
GEAUGA,Anisfield Day Camp,13250 Butternut Rd,Burton,OUTDOOR,4400,165653
FAIRFIELD,Huntington Hills Recreation,"6600 Springbrook Dr., 43147",Pickerington,OUTDOOR,3377,165585
CUYAHOGA,Seneca Club Apts Pool,"1552 W. Royalton Rd, 44147",Broadveiw Hts,OUTDOOR,3675,165375
CLINTON ,Wilmington College,"700 Elm St., 45177",Wilmington,INDOOR,3444,165110
CUYAHOGA,Normandy High School Pool,"2500 W. Pleasant Valley Rd, 44134",Parma,INDOOR,3735,165000
HAMILTON,Forest Park Apts,"580 Dewdrop Cir, 45240",Cincinnati,OUTDOOR,4650,165000
LAKE,Stanton Park Pool,5581 Chapel Rd,Madison,OUTDOOR,3200,165000
LORAIN,Avon Oaks Country Club,"32300 Detroit Rd, 44011",Avon,OUTDOOR,3888,165000
PREBLE,Lakengren Property Owners Assn.,"75 Fiord Dr., 45320",Eaton,OUTDOOR,4580,165000
SHELBY,Honda Assoc. Wellness Center- Pool,"12500 Meranda, 45302",Anna,INDOOR,3444,165000
NOBLE,Seneca Lake Baptist Assembly,"55819 Skyline Dr., 43780",Seneca,OUTDOOR,2900,164882
LORAIN,East Rec (Main Pool),"1005 Prospect St, 44035",Elyria,OUTDOOR,4425,164558
MEDINA,Wadsworth YMCA- Lap,"623 School Drive, 44281",Wadsworth,INDOOR,4425,164100
RICHLAND,Friendly House Hidden Hollow,"5127 O'possum Run Rd, 44813",Bellville,OUTDOOR,3745,164000
MARION,Waldo Swim & Recreation Pool,"275 W. Main St., 43356",Waldo,OUTDOOR,4095,163655
BUTLER,Browns Run Country Club,6855 Sloebig Rd,Middletown,OUTDOOR,4332,163600
VAN WERT,YMCA of Van Wert Co,"241 W. Main St., 45891",Van Wert,INDOOR,3480,163425
HAMILTON CITY,New London Hills Club Pool 1,1400 New London Rd,Hamilton,OUTDOOR,4434,163296
COLUMBUS CITY,Columbus Sports Club,"888 E. Dublin Granville Rd, 43229",Columbus,INDOOR,2700,163000
LAKE,North Townline Park Pool,"2121 Townline Rd, 44081",Perry,OUTDOOR,3344,163000
CUYAHOGA,Madison Park - Main,"13201 Madison Ave, 44107",Lakewood,OUTDOOR,4788,162420
RICHLAND,Malabar Middle School/Pool,"205 W. Cook Rd, 44907",Mansfield,INDOOR,3375,162272
STARK,Louisville YMCA,1421 S. Nickelplate S. 44641,Louisville,INDOOR,3690,162160
CLARK,Northridge Swim Club Inc.,"4530 Ridgewood Rd, 45503",Springfield,OUTDOOR,3200,162000
CUYAHOGA,Cuyahoga Hts Muni - Pool,"4863 E. 71 St., 44125",Cuyahoga Hts,OUTDOOR,3200,162000
HAMILTON,Mariemont City Schools,3812 Pochahontas Ave,Cincinnati,INDOOR,3150,162000
MERCER,Auglaize-Mercer Family YMCA,"7590 S.R. 703,45822",Celina,INDOOR,3375,162000
WASHINGTON,Matamoras Municipal Pool,"Grandview Hill Rd, 45767",New Matamoras,OUTDOOR,4515,161235
HAMILTON,Elmwood Place High School,"4615 Tower Ave, 45217",Cincinnati,INDOOR,3450,161000
HURON,Ernsthausen Aquatic Ctr,"100 Republic St., 44857",Norwalk,OUTDOOR,7200,160200
CINCINNATI CITY,Gamble Nippert YMCA ( Indoor),"3159 Montana Ave, 45211",Cincinnati City,INDOOR,3192,160000
CLEVELAND CITY,John Hay High School,2075 Stokes Blvd.,Cleveland,INDOOR,3375,160000
COLUMBIANA,Flying Finn Camp,"48626 Brushville Rd, 44413",East Palenstine,INDOOR,3200,160000
CUYAHOGA,North Royalton YMCA,"11409 State Rd, 44133",N Royalton,INDOOR,4425,160000
CUYAHOGA,Chandler Commons Prop-Pool,"18852 Stoney Point, 44136",Strongsville,OUTDOOR,3375,160000
ERIE,Margaretta High School,"209 Lowell St., 44824",Castalia,INDOOR,3150,160000
FRANKLIN,Southwest Comm Center YMCA Indoor Pool,"3500 First Ave., 43123",Urbancrest,INDOOR,125,160000
HANCOCK,Arlington Community Pool,"211 N. Main St., 45814",Arlington,OUTDOOR,5287,160000
PIQUA CITY,Miami County YMCA Large Pool,"223 W. High St., 45356",Piqua,INDOOR,3700,160000
STARK,Sandy Valley Pool,10018 Cleveland 44626,East Sparta,OUTDOOR,4030,160000
WARREN,Woodfield Recreation Assoc. (Main),"8873 Creekwood Lane, 45039",Maineville,OUTDOOR,3444,160000
WYANDOT,Sycamore Swimming Pool,"Btwn 409 & 415 E. Saffel St., 44882",Sycamore,OUTDOOR,3526,160000
MADISON,London Municipal Pool 2-Diving,"203 Park Ave, 43140",London,OUTDOOR,1938,159885
LORAIN,French Creek Family YMCA,"2010 Recreation Lane, 44011",Avon,INDOOR,4425,158725
GREENE,Woodhaven Swim Club - Big Pool,3519 Seajay Dr.,Beavercreek,OUTDOOR,4700,158100
LUCAS,St. James Club- Outdoor Pool,"7337 W. Bancroft St., 43615",Toldeo,OUTDOOR,3444,158000
CINCINNATI CITY,Madisonville Pool,"5320 Stewart Ave, 45227",Cincinnati,OUTDOOR,3200,157000
CINCINNATI CITY,Millvale Pool,"3303 Beekman St., 45225",Cincinnati,OUTDOOR,3200,157000
COLUMBUS CITY,Rec & Phys Activity Center,"337 W. 17th Ave, 43210",Columbus,INDOOR,3459,156125
CLERMONT,Milford High School,"1 Eagles Way, 45150",Milford,INDOOR,3400,156000
ERIE,Sandusky High School,"2130 Hayes Ave, 44870",Sandusky,INDOOR,2727,156000
WOOD,Grand Rapids Area Swimming Pool,"17604 Bridge St, 43522",Grand Rapids,OUTDOOR,3920,156000
WOOD,Grand Rapids Area Swimming Pool,"17604 Bridge St., 43522",Grand Rapids,OUTDOOR,3920,156000
SENECA,Mohawk Golf & Country Club Pool,"4399 St. Rt. 231, 44883",Tiffin,OUTDOOR,3486,155610
LICKING,Heath Municipal Pool Lazy River,"1287 Hebron Rd, 43056",Heath,OUTDOOR,7270,155303
Allen,Spencerville Main Pool,"501 1/2 N. Broadway St., 45887",Spencerville,OUTDOOR,3375,155000
CLARK,Community Recreation Commission,"208 E. Columbus, 45368",South Charleston,OUTDOOR,3700,155000
ERIE,Sawmill Creek Resort Outdoor,"600 Mariner Village, 44839",Huron,OUTDOOR,3444,155000
MUSKINGUM,Bishop Rosecrans High School,"1040 East Main St., 43701",Zanesville,INDOOR,2993,155000
LUCAS,Highland Meadows Golf Club,"7455 Erie St, 43560",Sylvania,OUTDOOR,3444,154980
